epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,2.3337025341686903,0.0990990990990991,2.317991924285889,0.1,0.0005,6.270380020141602
2,2.2133612611272313,0.24324324324324326,2.330253076553345,0.15,0.0005,4.899690866470337
3,2.0890801382494404,0.3063063063063063,2.2939276933670043,0.25,0.0005,4.98138952255249
4,2.009525232486897,0.36936936936936937,2.3939775466918944,0.1,0.0005,4.874505281448364
5,1.9635179569055368,0.3333333333333333,2.4238221645355225,0.1,0.0005,5.337066888809204
6,1.9559561239706504,0.3153153153153153,2.429595375061035,0.1,0.0005,4.996012449264526
7,1.9044456825600014,0.36036036036036034,2.3236019372940064,0.2,0.0005,5.836455821990967
8,1.8979681118114575,0.3333333333333333,2.454186463356018,0.15,0.0005,5.839000940322876
9,1.8550452863847888,0.34234234234234234,2.551211643218994,0.15,0.0005,4.9360387325286865
10,1.8481510222495139,0.40540540540540543,2.5256421089172365,0.1,0.0005,5.429961442947388
11,1.8097407431215853,0.42342342342342343,2.487033152580261,0.15,0.0005,5.795765399932861
12,1.743724230173472,0.4864864864864865,2.4980258464813234,0.2,0.0005,5.030347585678101
13,1.7390251814782083,0.42342342342342343,2.619806671142578,0.15,0.0005,5.970216512680054
14,1.704842333321099,0.4864864864864865,2.738920545578003,0.1,0.0005,5.738421201705933
15,1.70166218388188,0.4144144144144144,2.668787384033203,0.2,0.0005,5.7359912395477295
16,1.8051549615086735,0.3963963963963964,2.5856648445129395,0.15,0.0005,5.5976011753082275
17,1.6844872698053583,0.4594594594594595,2.55723090171814,0.1,0.0005,5.233397483825684
18,1.7105586850965344,0.45045045045045046,2.632476282119751,0.1,0.0005,6.2218017578125
19,1.6710483394227587,0.4774774774774775,2.6313401460647583,0.1,0.0005,5.180418014526367
20,1.7214822264404985,0.3783783783783784,2.615236783027649,0.1,0.0005,5.547675848007202
21,1.630704233238289,0.4774774774774775,2.556465005874634,0.1,0.0005,5.8598291873931885
22,1.6628070113895175,0.4954954954954955,2.573573684692383,0.15,0.0005,5.057396650314331
23,1.5511077932409338,0.5135135135135135,2.7054230213165282,0.2,0.0005,5.21649169921875
24,1.6598260230846233,0.5045045045045045,2.6695214748382567,0.15,0.0005,5.186485528945923
25,1.7055749227334787,0.4144144144144144,2.6106510162353516,0.1,0.0005,4.999470949172974
26,1.6717600006240982,0.3963963963963964,2.6187299728393554,0.15,0.0005,5.200781345367432
27,1.7011515986812007,0.46846846846846846,2.8012126445770265,0.2,0.0005,5.010293960571289
28,1.7087948171942084,0.4594594594594595,2.849877119064331,0.0,0.0005,5.40142560005188
29,1.6350128027769897,0.4594594594594595,2.640121507644653,0.2,0.0005,5.411285638809204
30,1.6166935998040277,0.4954954954954955,2.643925333023071,0.2,0.0005,5.0262861251831055
31,1.5964152469291344,0.46846846846846846,2.7599655628204345,0.05,0.0005,5.1214964389801025
32,1.4829117414113637,0.6126126126126126,2.6811022758483887,0.15,0.0005,5.140645742416382
33,1.6237286876987767,0.4954954954954955,2.6417986869812013,0.2,0.0005,5.212090730667114
34,1.5456908704998258,0.45045045045045046,2.648772192001343,0.15,0.0005,4.979398965835571
35,1.5836467227420292,0.46846846846846846,2.884884786605835,0.15,0.0005,5.0437376499176025
36,1.5588645226246602,0.5045045045045045,2.714996862411499,0.15,0.0005,5.0872297286987305
37,1.6185390218958124,0.4954954954954955,2.7063756704330446,0.25,0.0005,4.97926664352417
38,1.4790281905784264,0.5855855855855856,2.763625144958496,0.1,0.0005,4.873852014541626
39,1.5583646812954464,0.4954954954954955,3.002888870239258,0.1,0.0005,5.154369354248047
40,1.5603156798594706,0.5135135135135135,2.660715389251709,0.15,0.0005,5.0226428508758545
41,1.564883567191459,0.5135135135135135,2.7853050231933594,0.1,0.0005,5.056612968444824
42,1.4932069907317291,0.5495495495495496,2.5301655292510987,0.2,0.0005,5.020653486251831
43,1.507461270770511,0.5135135135135135,2.593175005912781,0.35,0.0005,4.941056251525879
44,1.5590117117306133,0.5135135135135135,2.5202645540237425,0.2,0.0005,4.855648040771484
45,1.5137313088855229,0.5135135135135135,2.626934790611267,0.2,0.0005,4.984705209732056
46,1.5581993798951845,0.4864864864864865,2.7508241653442385,0.2,0.0005,4.931138753890991
47,1.4748224696597538,0.5495495495495496,2.6880753517150877,0.15,0.0005,5.1111977100372314
48,1.5617655053869024,0.4864864864864865,2.698491621017456,0.3,0.0005,5.011103630065918
49,1.4345380196700226,0.5765765765765766,2.7753142356872558,0.15,0.0005,5.021545648574829
50,1.4280419542982772,0.6036036036036037,2.708512878417969,0.25,0.00025,4.8903727531433105
51,1.3673858868109214,0.5675675675675675,2.666445279121399,0.25,0.00025,4.977514982223511
52,1.2970780681919407,0.6126126126126126,2.7236682176589966,0.2,0.00025,5.108095645904541
53,1.2330138328913096,0.6396396396396397,2.7748068809509276,0.1,0.00025,4.967444896697998
54,1.3106789825198886,0.6036036036036037,2.7528727769851686,0.3,0.00025,5.213526964187622
55,1.2413749426334828,0.7117117117117117,2.7568348169326784,0.25,0.00025,4.95850682258606
56,1.3919331576373126,0.5945945945945946,2.68310604095459,0.25,0.00025,4.901975393295288
57,1.3137044251502097,0.6126126126126126,2.707621121406555,0.2,0.00025,4.943040132522583
58,1.2561364238326613,0.6486486486486487,2.7091365337371824,0.3,0.00025,5.082172393798828
59,1.2299978367917173,0.6756756756756757,2.7098442554473876,0.35,0.00025,5.08318305015564
60,1.216976784371041,0.6666666666666666,2.723167324066162,0.25,0.00025,4.9336278438568115
61,1.289050768087576,0.6126126126126126,2.8703311920166015,0.2,0.00025,5.016915559768677
62,1.2628224175255578,0.6396396396396397,2.8341830730438233,0.25,0.00025,5.118444919586182
63,1.1904120241199527,0.6846846846846847,2.8873019218444824,0.25,0.00025,4.999264478683472
64,1.3090583773346636,0.6306306306306306,2.822052001953125,0.25,0.00025,5.012840032577515
65,1.2603221089990289,0.6306306306306306,2.8967638492584227,0.15,0.00025,4.962489366531372
66,1.1972816291156116,0.6936936936936937,2.8575834035873413,0.3,0.00025,4.842255592346191
67,1.2331687953021075,0.6846846846846847,2.883093738555908,0.25,0.00025,5.448268890380859
68,1.1985564210393407,0.6576576576576577,2.774893856048584,0.3,0.00025,4.854646921157837
69,1.1525327643832646,0.6936936936936937,3.004905128479004,0.2,0.00025,5.347614049911499
70,1.2131695532583975,0.6306306306306306,2.8411224603652956,0.2,0.00025,5.495434045791626
71,1.2271456041851558,0.6396396396396397,2.7347978591918944,0.35,0.00025,5.109920263290405
72,1.186946188007389,0.6936936936936937,2.769169044494629,0.25,0.00025,4.96985936164856
73,1.2077704313639048,0.6666666666666666,2.8096393585205077,0.3,0.00025,5.08813738822937
74,1.2086405528558266,0.6846846846846847,2.7311171531677245,0.3,0.00025,4.849894046783447
75,1.0827003824818242,0.7297297297297297,2.7285730123519896,0.25,0.00025,5.068699836730957
76,1.272026588250925,0.6126126126126126,2.9319252729415894,0.35,0.00025,5.004394769668579
77,1.174270242184132,0.6846846846846847,2.7249193668365477,0.35,0.00025,5.1224377155303955
78,1.2141648326908145,0.6486486486486487,2.872202730178833,0.15,0.00025,5.042043447494507
79,1.127652595709036,0.7117117117117117,2.685210180282593,0.3,0.00025,4.967622518539429
80,1.1010436152552698,0.7297297297297297,2.685149097442627,0.35,0.00025,5.022343158721924
81,1.1903113878525056,0.6936936936936937,2.8562520027160643,0.3,0.00025,5.046027898788452
82,1.1407750651643083,0.6846846846846847,2.6332061767578123,0.3,0.00025,5.0484535694122314
83,1.1140255208487984,0.7207207207207207,2.872342824935913,0.2,0.00025,5.123250484466553
84,1.0747918738975182,0.7657657657657657,2.7747019290924073,0.25,0.00025,5.13380765914917
85,1.1110461509979523,0.7567567567567568,2.849058818817139,0.25,0.00025,5.0034754276275635
86,1.130659971151266,0.7027027027027027,2.8314743518829344,0.3,0.00025,5.0217604637146
87,1.1135065168947786,0.7477477477477478,2.8912285804748534,0.25,0.00025,5.012593507766724
88,1.0396277818593893,0.7477477477477478,2.8869049549102783,0.25,0.00025,5.244183778762817
89,1.0148104354067966,0.8018018018018018,2.9997983455657957,0.25,0.00025,5.549268484115601
90,1.166620295326989,0.6756756756756757,2.7922213315963744,0.35,0.00025,5.121934652328491
91,1.114088436504742,0.7297297297297297,2.825424909591675,0.2,0.00025,5.040954113006592
92,1.1212029607446343,0.7297297297297297,2.887081527709961,0.2,0.00025,4.883559942245483
93,1.0505690649823025,0.7837837837837838,2.728867506980896,0.35,0.00025,5.442619800567627
94,1.093356359649349,0.7117117117117117,2.8045820951461793,0.35,0.00025,6.464547395706177
95,1.0529951995557494,0.7297297297297297,2.9571768760681154,0.3,0.00025,6.419119834899902
96,1.0503581923407477,0.7567567567567568,2.8966158390045167,0.3,0.00025,6.420981168746948
97,1.0839338270393577,0.7657657657657657,2.8098120212554933,0.3,0.00025,6.350795269012451
98,1.0581732768196244,0.7477477477477478,2.8509246826171877,0.35,0.00025,6.534391403198242
99,1.1007162933951025,0.7297297297297297,2.818917417526245,0.35,0.00025,6.218108654022217
100,1.0829770275064416,0.7297297297297297,3.0260064601898193,0.25,0.000125,6.16542649269104
101,1.0461404334317457,0.7567567567567568,2.8728872299194337,0.3,0.000125,5.019183158874512
102,0.9827154021005373,0.7747747747747747,2.9252622604370115,0.35,0.000125,5.068635702133179
